ApsimVersion = 7.8
factors = cultivar=Corn_normal;date=1-jun;fert_amount=200;FertAmt=0;initNAmes=SoilAmesCorn80;Residue_SOM=SOMcorn;WTDepth=1800
Title = Ames-Corn;cultivar=Corn_normal;date=1-jun;fert_amount=200;FertAmt=0;initNAmes=SoilAmesCorn80;Residue_SOM=SOMcorn;WTDepth=1800
           Date           year  plant_density AnnualNlossTotal SeasonNlossTotal AnnualNlossProfile SeasonNlossProfilel AnnualNlossAir SeasonNlossAir AnnualNlossTile SeasonNlosstile     AnnualRain     SeasonRain  AnnualAvgTemp  SeasonAvgTemp     AnnualTile     SeasonTile    AnnualDrain    SeasonDrain AnnualNfertilizer AnnualNdeposition AnnualNetMiner SeasonNetMiner AnnualGrossMiner SeasonGrossMiner      AnnualGDD      SeasonGDD SeasonHeatDays      CropYield    CropBiomass       CropNupt       SowingSW    GrowthCycle      FlowerDAS FrostDaysSincePlanting FrostDaysSinceGrainFill   SowingNO3Sum    SowingSWSum  HarvestNO3Sum   HarvestSWSum FloweringNO3Sum FloweringSWSum         SowN30         SowN60         SowN90        SowN120        SowN150        SowN180         FloN30         FloN60         FloN90        FloN120        FloN150        FloN180         HarN30        HarvN60         HarN90        HarN120        HarN150        HarN180 AnnualIrrigation
   (dd/mm/yyyy)         (year)             ()               ()               ()                 ()                  ()             ()             ()              ()              ()           (mm)           (mm)             ()             ()           (mm)           (mm)           (mm)           (mm)                ()                ()        (kg/ha)        (kg/ha)          (kg/ha)          (kg/ha)             ()             ()             ()        (kg/ha)        (kg/ha)        (g/m^2)             ()         (days)         (days)                     ()                      ()        (kg/ha)           (mm)        (kg/ha)           (mm)         (kg/ha)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             (mm)
     11/11/1980           1980          9.000                ?                ?                  ?                   ?              ?              ?               ?               ?              ?              ?              ?              ?              ?              ?              ?              ?                 ?                 ?              ?              ?                ?                ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                      ?                       ?              ?              ?              ?              ?               ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?
     11/11/1981           1981          9.000           18.925            7.841              1.766              -1.813         17.159          9.654           0.000           0.000        599.700        444.750         50.511         67.670          0.000          0.000       -106.681        -79.736             0.000             4.678           82.7          115.4            116.3            122.9       3119.040       2529.990         29.000        11314.2        21577.8          24.13              ?        142.000         61.000                  0.000                  11.000          243.1        617.463           68.7        593.638           242.8        614.451        176.740         29.472         18.899          9.830          4.483          2.029         25.940         27.652          9.802          2.718          2.227          0.940         32.219         21.930          9.600          2.341          1.419          0.432            0.000
     11/11/1982           1982          9.000           62.012            8.623             38.352               1.751         23.660          6.871           0.000           0.000        852.170        404.120         46.688         66.156          0.000          0.000         96.577        -42.575             0.000             6.647           68.3          105.5             95.4            110.3       2883.870       2374.110         14.000        11865.6        23789.4          25.23              ?        144.000         68.000                  0.000                  12.000          209.0        698.932            1.6        558.164           195.2        631.840         79.395         53.633         31.786         17.639         14.214          6.637          7.376          0.960          0.273          0.111          0.041          0.355          1.375          0.265          0.112          0.054          0.010          0.003            0.000
     11/11/1983           1983          9.000           88.528           22.640             63.877              12.222         24.652         10.418           0.000           0.000       1205.960        516.110         50.282         73.090          0.000          0.000        271.507         23.815             0.000             9.406           40.2           74.0             76.2             82.9       3293.730       2882.520         65.000         8467.3        18856.4          18.68              ?        124.000         60.000                  0.000                   7.000          193.0        680.799           19.4        552.007           187.6        647.901         88.762         36.423         24.037         14.962         13.571          7.781          6.980          0.929          0.512          0.810          1.237          6.520         10.098          2.625          0.818          0.342          0.369          1.678            0.000
     11/11/1984           1984          9.000           69.540           16.441             47.879               7.388         21.661          9.053           0.000           0.000        971.040        440.410         47.181         67.973          0.000          0.000        170.892         -3.992             0.000             7.574           24.3           59.1             49.2             66.5       3015.540       2671.200         33.000         8718.6        20217.4          19.47              ?        145.000         63.000                  0.000                  11.000          207.1        702.632           11.6        531.518           191.0        713.225         88.192         50.550         26.780         15.269         13.460          6.777          8.175          1.160          0.340          0.147          0.044          0.454          6.210          3.673          1.360          0.152          0.043          0.015            0.000
     11/11/1985           1985          9.000           30.819            0.452             19.293              -3.579         11.526          4.031           0.000           0.000        652.530        353.060         49.175         68.208          0.000          0.000         -5.437        -60.516             0.000             5.090           45.9           78.2             81.1             85.1       3120.119       2292.300         31.000         7115.2        17426.8          20.75              ?        124.000         68.000                  0.000                   8.000          239.7        614.746           66.0        543.622           240.9        643.593        170.164         22.204         17.252         12.592         10.502          3.762         43.106          9.016          1.734          1.127          0.431          0.704         25.374         28.716          8.662          1.289          0.610          0.624            0.000
     11/11/1986           1986          9.000           68.391           12.285             37.341               3.558         31.049          8.727           0.000           0.000       1091.450        643.130         48.344         68.522          0.000          0.000        159.111        -21.515             0.000             8.513           87.9          126.4            121.7            130.7       3262.950       2581.020         28.000        11790.2        23812.2          26.03              ?        137.000         61.000                  0.000                   8.000          206.2        687.435           11.2        707.425           196.7        634.602         74.630         50.486         35.822         19.145         14.451          6.335          3.676          1.554          0.349          0.210          0.081          0.448          5.215          3.281          1.732          0.625          0.156          0.030            0.000
     11/11/1987           1987          9.000           37.268           11.560             14.740               0.034         22.528         11.526           0.000           0.000        866.160        571.010         51.669         70.563          0.000          0.000        -11.637        -45.094             0.000             6.756           90.0          123.1            126.7            129.7       3446.911       2595.420         39.000        13107.6        23799.9          26.71              ?        126.000         59.000                  0.000                  14.000          235.9        668.821           37.3        615.433           238.9        635.981        128.644         58.619         21.844         12.592          8.798          2.939         34.657         14.510          6.923          3.228          2.138          1.199         17.116          7.214          6.962          3.085          1.053          0.502            0.000
     11/11/1988           1988          9.000           29.519            3.032             18.162              -2.951         11.357          5.983           0.000           0.000        591.840        376.670         50.680         71.505          0.000          0.000         -9.916        -68.431             0.000             4.616           59.7           85.6             89.9             93.6       3582.810       2863.259         61.000         8289.8        17515.0          18.96              ?        132.000         59.000                  0.000                  18.000          237.6        615.815           91.9        523.551           243.4        612.810        169.141         23.113         17.313         11.959          9.838          3.392         59.424         22.636          4.099          2.529          0.660          0.560         32.296         30.129         23.468          3.685          0.673          0.590            0.000
     11/11/1989           1989          9.000           35.508            2.962             19.314              -1.929         16.194          4.891           0.000           0.000        638.310        305.830         49.100         66.682          0.000          0.000          9.145        -59.074             0.000             4.979           33.7           69.0             64.0             75.1       3103.650       2450.431         24.000         9463.7        20365.3          22.13              ?        142.000         65.000                  0.000                  18.000          228.1        660.008           27.6        477.167           221.9        665.556        122.452         51.957         22.535         13.836         10.543          3.742         27.900          9.148          2.385          0.943          0.101          0.184         18.108          6.329          2.219          0.663          0.135          0.044            0.000
